Id,Iq,Vd,Vq,Wm,Output,,,
84.83315611,-0.312395575,253.5818937,224.9827175,311.6260019,0,,,
84.84415745,0.64738557,251.3174846,227.5093887,313.2563457,0,,,
84.80329487,-0.214147352,253.2100558,225.4011261,317.7089971,0,,,
84.83920643,0.041017072,252.8102754,225.8494292,309.9205355,0,,,
84.83363157,0.572447654,251.4331481,227.3815561,316.0734181,0,,,
84.81780441,-0.39720994,253.6835288,224.8681108,315.2653369,0,,,
84.83897396,0.435017677,251.8769753,226.8898175,310.5815497,0,,,
84.81292021,0.216984574,252.2090449,226.5206341,318.3530374,0,,,
84.83088214,-0.349583671,253.6473829,224.9088819,312.3973112,0,,,
84.84318786,0.633122569,251.3577477,227.4649042,312.9061232,0,,,
84.80203082,-0.187316754,253.146776,225.4721929,317.8636402,0,,,
84.83868664,-0.00851683,252.9223921,225.7238657,310.0346701,0,,,
84.83562134,0.591825951,251.3957747,227.4228758,315.7116759,0,,,
84.81582516,-0.396975088,253.6786443,224.873621,315.4490245,0,,,
84.83849465,0.427108159,251.8994216,226.8648967,310.4659027,0,,,
84.81371966,0.242723326,252.1503464,226.5859723,318.3393221,0,,,
84.83016694,-0.364963999,253.6782861,224.8740251,312.578833,0,,,
84.84297708,0.636333227,251.3537012,227.4693757,312.7601745,0,,,
84.80130116,-0.179330299,253.1263734,225.4950977,317.9891968,0,,,
84.83852281,-0.033884275,252.9810874,225.6580807,310.0376279,0,,,
84.83666673,0.607912558,251.362344,227.4598251,315.5299193,0,,,
84.8142508,-0.401850675,253.6864374,224.8648294,315.6025817,0,,,
84.83836828,0.420359984,251.9192766,226.8428489,310.3302202,0,,,
84.81442649,0.268426165,252.091128,226.6518546,318.3447797,0,,,
84.82936831,-0.382227144,253.7135086,224.8342847,312.7606016,0,,,
84.84271839,0.641406932,251.3459314,227.4779611,312.5934735,0,,,
84.80044846,-0.170690918,253.1040146,225.5201938,318.1419691,0,,,
84.83831656,-0.06326885,253.0491552,225.5817481,310.038026,0,,,
84.83785738,0.626620349,251.3235633,227.5026737,315.3157124,0,,,
84.81218048,-0.402053673,253.6815554,224.870337,315.8480828,0,,,
84.83823172,0.403195576,251.9647001,226.7923938,310.1502556,0,,,
84.81576555,0.307341296,252.002546,226.7503403,318.2964579,0,,,
84.82818532,-0.401915259,253.7516447,224.7912428,313.0475416,0,,,
84.84215315,0.63929353,251.3577892,227.4648585,312.3131934,0,,,
84.79952501,-0.151014058,253.0559551,225.5741199,318.3401433,0,,,
84.83786297,-0.107023204,253.1490105,225.4696842,310.0997401,0,,,
84.83951942,0.647667127,251.2818859,227.5487064,314.9826894,0,,,
84.8095076,-0.381334146,253.6239078,224.9353539,316.3059906,0,,,
84.8381507,0.35675051,252.0797928,226.6644614,309.9189068,0,,,
84.81868164,0.371837701,251.858491,226.9103359,318.0703702,0,,,
84.82626028,-0.419393072,253.7791684,224.7601693,313.549396,0,,,
84.84171941,0.599468496,251.4644521,227.346936,311.7378095,0,,,
84.80002095,-0.087573943,252.9071131,225.7409847,318.5772978,0,,,
84.83665204,-0.183266338,253.3168002,225.2811548,310.4315299,0,,,
84.84195971,0.662390546,251.2605763,227.5722364,314.3666151,0,,,
84.80637033,-0.327353386,253.4860531,225.0906948,316.9404201,0,,,
84.83894639,0.26163424,252.3066409,226.4119232,309.713868,0,,,
84.82387562,0.458780291,251.6682039,227.1213665,317.5282265,0,,,
84.82348289,-0.423018906,253.7690677,224.7715735,314.2619593,0,,,
84.84096241,0.53068543,251.6392754,227.1534175,311.1305271,0,,,
84.80555738,0.048468655,252.5917361,226.0938187,318.6494382,0,,,
84.83439032,-0.276464366,253.5093397,225.0644678,311.2459956,0,,,
84.84379925,0.651538399,251.3013787,227.5271787,313.5736259,0,,,
84.80413695,-0.244615389,253.2842045,225.3178017,317.4978359,0,,,
84.83947759,0.099245439,252.6778737,225.9975489,309.8400725,0,,,
84.83120434,0.544253201,251.4903926,227.3182404,316.4766927,0,,,
84.81976931,-0.399904311,253.6961174,224.8539082,315.0086927,0,,,
84.83944556,0.453926669,251.8282517,226.9438954,310.7392632,0,,,
84.81141119,0.176513317,252.3011468,226.4180454,318.4055484,0,,,
84.83190215,-0.328994134,253.6072161,224.954173,312.1147338,0,,,
84.84346548,0.632011472,251.3560912,227.4667348,313.0967073,0,,,
84.8029067,-0.199179913,253.1763352,225.4390013,317.7197415,0,,,
84.83889213,0.023608443,252.8483898,225.8067576,310.0179014,0,,,
84.83428417,0.572713895,251.435306,227.3791698,315.9389848,0,,,
84.81750513,-0.392889406,253.6733515,224.8795916,315.2712434,0,,,
84.83868086,0.436126234,251.8739961,226.8931248,310.6131892,0,,,
84.81284176,0.213029397,252.2186695,226.5099176,318.3393788,0,,,
84.83103564,-0.345490185,253.638643,224.9187382,312.3723237,0,,,
84.84316458,0.631733148,251.3601147,227.4622886,312.9431579,0,,,
84.80218831,-0.189806017,253.153196,225.4649847,317.827085,0,,,
84.83872311,-0.001258979,252.9056238,225.7426531,310.0346429,0,,,
84.83532201,0.587103876,251.4056539,227.4119548,315.7627616,0,,,
84.81624894,-0.395686989,253.6766866,224.8758294,315.4048245,0,,,
84.83852826,0.429296375,251.893177,226.8718302,310.5044894,0,,,
84.81350344,0.235188334,252.1677051,226.5666536,318.3384842,0,,,
84.83039393,-0.359949067,253.6680618,224.8855585,312.5261252,0,,,
84.84303484,0.635021497,251.3556236,227.4672515,312.8077542,0,,,
84.80153685,-0.181952494,253.1331175,225.487527,317.9463686,0,,,
84.83857764,-0.025428277,252.9615162,225.6800197,310.0371663,0,,,
84.83632057,0.602512879,251.3735677,227.4474213,315.5907622,0,,,
84.81479861,-0.400094488,253.6835437,224.8680939,315.550605,0,,,
84.83840965,0.42252968,251.912793,226.850049,310.3767655,0,,,
84.81419287,0.259751414,252.1111184,226.6296185,318.3424707,0,,,
84.82964216,-0.37637506,253.7015649,224.8477618,312.6989199,0,,,
84.84281688,0.639591761,251.3487609,227.4748346,312.6504995,0,,,
84.80074476,-0.173553467,253.1114474,225.5118515,318.0892491,0,,,
84.83838946,-0.053258135,253.0259561,225.6077692,310.0380872,0,,,
84.83745383,0.620260973,251.3367267,227.4881312,315.389174,0,,,
84.8129083,-0.405375749,253.6917389,224.8588482,315.7320043,0,,,
84.83827175,0.414381957,251.936667,226.8235345,310.2183811,0,,,
84.81502341,0.289626046,252.0424145,226.7060239,318.343858,0,,,
84.82869509,-0.395701861,253.7407413,224.8035503,312.9136336,0,,,
84.84238952,0.64594586,251.338706,227.4859444,312.4597383,0,,,
84.79969867,-0.164827463,253.0886213,225.5374687,318.2667592,0,,,
84.83814259,-0.086283244,253.102616,225.5217634,310.0348756,0,,,
84.8387837,0.641395442,251.2930137,227.5364175,315.1450087,0,,,
84.81058744,-0.393945878,253.6570921,224.8979315,316.1135761,0,,,
84.8382229,0.377204188,252.0296843,226.7201761,309.9953954,0,,,
84.8174485,0.347197461,251.912993,226.8498269,318.1808871,0,,,
84.82698323,-0.415057624,253.7741539,224.765831,313.3536733,0,,,
84.84190897,0.616570942,251.4197532,227.3963669,311.9395619,0,,,
84.79968139,-0.110596734,252.9607923,225.6808312,318.5062724,0,,,
84.83707142,-0.158243342,253.2621836,225.3425534,310.3058158,0,,,
84.84119989,0.658962846,251.2642596,227.5681697,314.5722523,0,,,
84.80726981,-0.346281162,253.533812,225.0368995,316.7441316,0,,,
84.83830744,0.308838589,252.1966672,226.5344147,309.7591269,0,,,
84.82151275,0.424745894,251.7419287,227.0396471,317.8033957,0,,,
84.82461062,-0.426604538,253.7848608,224.7537417,313.977961,0,,,
84.84138372,0.560496606,251.5650327,227.2356361,311.3300232,0,,,
84.80291329,-0.009480853,252.7250512,225.9447908,318.6843724,0,,,
84.83536865,-0.245283358,253.4475207,225.1340806,310.8803005,0,,,
84.84342104,0.660871369,251.2744798,227.5568847,313.8460889,0,,,
84.80468627,-0.274700718,253.3562893,225.2367437,317.350073,0,,,
84.83961239,0.149104423,252.565235,226.1234222,309.7445705,0,,,
84.82909158,0.524181498,251.5302265,227.274163,316.817639,0,,,
84.8208744,-0.408536426,253.7208003,224.826056,314.8268177,0,,,
84.83995905,0.471631946,251.7849385,226.9919486,310.8078917,0,,,
84.81015561,0.149939112,252.3607241,226.35164,318.4841702,0,,,
84.83243769,-0.320886404,253.5934688,224.9696704,311.926235,0,,,
84.84372143,0.635961803,251.3454065,227.4785411,313.1727664,0,,,
